93 15
1.000000 0.000000
1.069006 0.000000
1.153243 0.000000
1.258709 0.000000
1.391271 0.000000
1.557854 0.000000
1.767010 0.000000
2.029428 -0.000000
2.358514 -0.000000
2.771091 -0.000000
3.288203 -0.000000
3.935937 0.000000
4.746053 0.000000
5.755623 -0.000000
7.000000 0.000000
0.998834 -0.000169
1.058204 -0.016018
1.141480 -0.026951
1.247160 -0.037610
1.380246 -0.049276
1.547439 -0.062731
1.757184 -0.078707
2.020092 -0.098022
2.349487 -0.121652
2.762089 -0.150792
3.278787 -0.186917
3.925452 -0.231848
4.733571 -0.287805
5.740118 -0.357418
6.984847 -0.443576
0.995343 -0.000675
1.047019 -0.029511
1.127864 -0.051700
1.232745 -0.073322
1.365434 -0.096870
1.532250 -0.123937
1.741449 -0.156006
2.003494 -0.194718
2.331562 -0.242024
2.742191 -0.300306
3.256034 -0.372499
3.898662 -0.462221
4.701243 -0.573891
5.700729 -0.712792
6.939459 -0.885083
0.989542 -0.001510
1.034993 -0.041349
1.112575 -0.074502
1.215718 -0.107147
1.347088 -0.142649
1.512530 -0.183370
1.720035 -0.231536
1.979857 -0.289610
2.304955 -0.360507
2.711611 -0.447781
3.220161 -0.555810
3.855791 -0.689985
4.649272 -0.856905
5.637455 -1.064532
6.864047 -1.322464
0.981459 -0.002663
1.021822 -0.052072
1.095682 -0.095635
1.196278 -0.139142
1.325440 -0.186522
1.488519 -0.240819
1.693187 -0.304974
1.949427 -0.382253
2.269918 -0.476523
2.670612 -0.592490
3.171446 -0.735948
3.797133 -0.914037
4.577949 -1.135512
5.550480 -1.411032
6.758962 -1.753679
0.971130 -0.004119
1.007290 -0.062023
1.077199 -0.115342
1.174575 -0.169386
1.300700 -0.228433
1.460454 -0.296109
1.661158 -0.376030
1.912474 -0.472239
2.226738 -0.589530
2.619503 -0.733739
3.110225 -0.912046
3.723051 -1.133306
4.487652 -1.408406
5.440147 -1.750691
6.624696 -2.176717
0.958606 -0.005859
0.991252 -0.071419
1.057114 -0.133820
