VARIABLES = "X", "Y", "rho", "fi", "corr", "U", "V", "Jacobian" 
ZONE I=161, J=60, F=POINT
21.000000 0.000000 0.719540 18.089374 0.000000 -0.000024 -0.590940 0.853456
20.984195 0.804826 0.719458 18.075760 0.000000 -0.042223 -0.590579 0.853455
20.936805 1.608411 0.719394 18.034938 0.000000 -0.084355 -0.589280 0.853448
20.857903 2.409517 0.719345 17.966972 0.000000 -0.126356 -0.587052 0.853439
20.747611 3.206907 0.719305 17.871967 0.000000 -0.168159 -0.583905 0.853428
20.606098 3.999352 0.719273 17.750068 0.000000 -0.209698 -0.579845 0.853412
20.433583 4.785630 0.719246 17.601463 0.000000 -0.250908 -0.574882 0.853394
20.230332 5.564529 0.719223 17.426383 0.000000 -0.291726 -0.569025 0.853372
19.996659 6.334848 0.719204 17.225098 0.000000 -0.332086 -0.562284 0.853347
19.732922 7.095400 0.719187 16.997915 0.000000 -0.371929 -0.554672 0.853320
19.439530 7.845010 0.719171 16.745187 0.000000 -0.411189 -0.546200 0.853290
19.116935 8.582525 0.719158 16.467304 0.000000 -0.449808 -0.536882 0.853258
18.765634 9.306805 0.719146 16.164694 0.000000 -0.487722 -0.526732 0.853223
18.386168 10.016735 0.719135 15.837823 0.000000 -0.524876 -0.515770 0.853186
17.979123 10.711221 0.719124 15.487195 0.000000 -0.561210 -0.504009 0.853147
17.545127 11.389190 0.719115 15.113351 0.000000 -0.596669 -0.491470 0.853107
17.084848 12.049598 0.719106 14.716867 0.000000 -0.631197 -0.478172 0.853065
16.598997 12.691426 0.719097 14.298356 0.000000 -0.664740 -0.464136 0.853022
16.088322 13.313685 0.719089 13.858461 0.000000 -0.697248 -0.449384 0.852978
15.553611 13.915415 0.719081 13.397861 0.000000 -0.728671 -0.433940 0.852934
14.995689 14.495689 0.719073 12.917268 0.000000 -0.758959 -0.417827 0.852889
14.415415 15.053611 0.719066 12.417421 0.000000 -0.788066 -0.401070 0.852844
13.813685 15.588322 0.719058 11.899091 0.000000 -0.815948 -0.383696 0.852799
13.191426 16.098997 0.719051 11.363078 0.000000 -0.842562 -0.365731 0.852754
12.549598 16.584848 0.719043 10.810208 0.000000 -0.867867 -0.347204 0.852710
11.889190 17.045127 0.719035 10.241334 0.000000 -0.891826 -0.328144 0.852667
11.211221 17.479123 0.719027 9.657332 0.000000 -0.914401 -0.308580 0.852624
10.516735 17.886168 0.719019 9.059103 0.000000 -0.935558 -0.288543 0.852584
9.806805 18.265634 0.719010 8.447570 0.000000 -0.955267 -0.268063 0.852545
9.082525 18.616935 0.719001 7.823676 0.000000 -0.973495 -0.247172 0.852507
8.345010 18.939530 0.718991 7.188381 0.000000 -0.990218 -0.225904 0.852472
7.595400 19.232922 0.718981 6.542668 0.000000 -1.005408 -0.204292 0.852438
6.834848 19.496659 0.718971 5.887530 0.000000 -1.019045 -0.182368 0.852407
6.064529 19.730332 0.718960 5.223978 0.000000 -1.031108 -0.160167 0.852379
5.285630 19.933583 0.718950 4.553035 0.000000 -1.041579 -0.137724 0.852352
4.499352 20.106098 0.718940 3.875736 0.000000 -1.050442 -0.115073 0.852329
3.706907 20.247611 0.718930 3.193125 0.000000 -1.057685 -0.092248 0.852309
2.909517 20.357903 0.718922 2.506254 0.000000 -1.063298 -0.069285 0.852291
2.108411 20.436805 0.718915 1.816183 0.000000 -1.067273 -0.046218 0.852277
1.304826 20.484195 0.718909 1.123976 0.000000 -1.069606 -0.023083 0.852266
0.500000 20.500000 0.718905 0.430699 0.000000 -1.070291 0.000088 0.852258
-0.304826 20.484195 0.718903 -0.262577 0.000000 -1.069330 0.023258 0.852253
-1.108411 20.436805 0.718903 -0.954784 0.000000 -1.066724 0.046393 0.852251
-1.909517 20.357903 0.718904 -1.644856 0.000000 -1.062479 0.069458 0.852252
-2.706907 20.247611 0.718907 -2.331726 0.000000 -1.056601 0.092420 0.852257
-3.499352 20.106098 0.718910 -3.014338 0.000000 -1.049101 0.115242 0.852265
-4.285630 19.933583 0.718914 -3.691636 0.000000 -1.039989 0.137890 0.852275
-5.064529 19.730332 0.718918 -4.362579 0.000000 -1.029280 0.160330 0.852289
-5.834848 19.496659 0.718923 -5.026131 0.000000 -1.016991 0.182527 0.852304
-6.595400 19.232922 0.718927 -5.681269 0.000000 -1.003142 0.204447 0.852323
-7.345010 18.939530 0.718931 -6.326983 0.000000 -0.987754 0.226054 0.852345
-8.082525 18.616935 0.718934 -6.962277 0.000000 -0.970851 0.247317 0.852368
-8.806805 18.265634 0.718937 -7.586171 0.000000 -0.952459 0.268202 0.852394
-9.516735 17.886168 0.718940 -8.197704 0.000000 -0.932605 0.288676 0.852422
-10.211221 17.479123 0.718942 -8.795933 0.000000 -0.911322 0.308707 0.852452
-10.889190 17.045127 0.718943 -9.379935 0.000000 -0.888642 0.328266 0.852483
-11.549598 16.584848 0.718945 -9.948810 0.000000 -0.864598 0.347320 0.852516
-12.191426 16.098997 0.718946 -10.501679 0.000000 -0.839229 0.365842 0.852550
-12.813685 15.588322 0.718946 -11.037693 0.000000 -0.812573 0.383801 0.852585
-13.415415 15.053611 0.718947 -11.556022 0.000000 -0.784671 0.401169 0.852621
-13.995689 14.495689 0.718947 -12.055869 0.000000 -0.755565 0.417921 0.852656
-14.553611 13.915415 0.718947 -12.536463 0.000000 -0.725302 0.434030 0.852693
-15.088322 13.313685 0.718947 -12.997062 0.000000 -0.693925 0.449470 0.852728
-15.598997 12.691426 0.718947 -13.436957 0.000000 -0.661484 0.464219 0.852764
-16.084848 12.049598 0.718946 -13.855468 0.000000 -0.628028 0.478252 0.852799
-16.545127 11.389190 0.718946 -14.251952 0.000000 -0.593608 0.491549 0.852834
-16.979123 10.711221 0.718946 -14.625796 0.000000 -0.558278 0.504088 0.852867
