153 90
1.000000 0.000000 
1.255395 -0.000244 
1.510002 0.002037 
1.770256 0.004991 
2.034982 0.008020 
2.303242 0.010947 
2.574350 0.013719 
2.847807 0.016324 
3.123240 0.018764 
3.400358 0.021049 
3.678931 0.023188 
3.958773 0.025192 
4.239728 0.027068 
4.521670 0.028826 
4.804488 0.030475 
5.088093 0.032019 
5.372406 0.033467 
5.657359 0.034823 
5.942896 0.036092 
6.228965 0.037279 
6.515524 0.038387 
6.802534 0.039420 
7.089960 0.040381 
7.377775 0.041273 
7.665951 0.042098 
7.954465 0.042859 
8.243296 0.043557 
8.532425 0.044195 
8.821836 0.044773 
9.111513 0.045295 
9.401443 0.045760 
9.691613 0.046170 
9.982012 0.046527 
10.272630 0.046832 
10.563457 0.047085 
10.854484 0.047287 
11.145703 0.047440 
11.437108 0.047544 
11.728691 0.047600 
12.020446 0.047608 
12.312367 0.047570 
12.604450 0.047486 
12.896688 0.047356 
13.189077 0.047182 
13.481613 0.046963 
13.774292 0.046701 
14.067109 0.046395 
14.360062 0.046047 
14.653146 0.045657 
14.946359 0.045225 
15.239698 0.044751 
15.533159 0.044237 
15.826739 0.043683 
16.120438 0.043089 
16.414250 0.042456 
16.708176 0.041784 
17.002211 0.041074 
17.296355 0.040326 
17.590605 0.039540 
17.884959 0.038718 
18.179416 0.037859 
18.473975 0.036964 
18.768633 0.036034 
19.063389 0.035070 
19.358243 0.034071 
19.653194 0.033038 
19.948241 0.031973 
20.243385 0.030875 
20.538626 0.029746 
20.833965 0.028586 
21.129404 0.027396 
21.424946 0.026176 
21.720596 0.024928 
22.016360 0.023652 
22.312246 0.022350 
22.608265 0.021022 
22.904433 0.019670 
23.200770 0.018294 
23.497304 0.016897 
23.794073 0.015479 
24.091125 0.014042 
24.388529 0.012589 
24.686378 0.011121 
24.984801 0.009641 
25.283974 0.008153 
25.584129 0.006662 
25.885530 0.005175 
26.188157 0.003706 
26.489077 0.002292 
27.000000 -0.000000 
0.995358 -0.000924 
1.159538 -0.189972 
1.417643 -0.289733 
1.682411 -0.364826 
1.950797 -0.426701 
2.221669 -0.480633 
2.494480 -0.529441 
2.768913 -0.574747 
3.044760 -0.617517 
3.321869 -0.658343 
3.600116 -0.697592 
3.879403 -0.735499 
4.159643 -0.772215 
4.440760 -0.807841 
4.722690 -0.842446 
5.005373 -0.876076 
5.288758 -0.908763 
5.572799 -0.940531 
5.857455 -0.971396 
6.142689 -1.001370 
6.428469 -1.030460 
6.714764 -1.058675 
7.001548 -1.086018 
7.288796 -1.112493 
7.576486 -1.138104 
7.864597 -1.162852 
8.153111 -1.186741 
8.442011 -1.209770 
8.731281 -1.231943 
9.020907 -1.253261 
9.310875 -1.273725 
9.601172 -1.293336 
9.891787 -1.312097 
10.182709 -1.330008 
10.473928 -1.347072 
10.765435 -1.363289 
11.057220 -1.378662 
11.349275 -1.393193 
11.641592 -1.406883 
11.934164 -1.419734 
12.226984 -1.431749 
12.520044 -1.442929 
12.813340 -1.453278 
13.106863 -1.462798 
13.400610 -1.471491 
13.694574 -1.479361 
13.988751 -1.486410 
14.283135 -1.492641 
14.577721 -1.498058 
14.872506 -1.502665 
15.167485 -1.506465 
15.462654 -1.509462 
15.758009 -1.511660 
16.053546 -1.513064 
16.349262 -1.513679 
16.645153 -1.513509 
16.941217 -1.512559 
17.237451 -1.510836 
17.533851 -1.508345 
17.830415 -1.505092 
18.127140 -1.501083 
18.424025 -1.496327 
18.721068 -1.490830 
19.018265 -1.484599 
19.315617 -1.477644 
19.613121 -1.469973 
19.910776 -1.461595 
20.208581 -1.452520 
20.506536 -1.442759 
20.804640 -1.432323 
21.102894 -1.421224 
21.401298 -1.409474 
21.699853 -1.397086 
21.998560 -1.384076 
22.297422 -1.370458 
22.596441 -1.356248 
22.895621 -1.341462 
23.194966 -1.326120 
23.494480 -1.310240 
23.794169 -1.293841 
24.094037 -1.276946 
24.394088 -1.259576 
24.694319 -1.241755 
24.994715 -1.223505 
25.295229 -1.204854 
25.595735 -1.185828 
25.895878 -1.166467 
26.194539 -1.146851 
26.486985 -1.127325 
26.977363 -1.095112 
0.990484 -0.001885 
1.132510 -0.208467 
1.334880 -0.384771 
1.574211 -0.520665 
1.826327 -0.635798 
2.085017 -0.738683 
2.347774 -0.833715 
2.613429 -0.923299 
2.881376 -1.008796 
3.151252 -1.091003 
3.422819 -1.170405 
3.695904 -1.247314 
3.970373 -1.321937 
4.246115 -1.394417 
4.523040 -1.464859 
4.801069 -1.533339 
5.080136 -1.599916 
5.360182 -1.664636 
5.641152 -1.727534 
5.923002 -1.788642 
6.205689 -1.847983 
